City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current description,Rain inches(last 3 hrs),Snow inches(last 3 hrs)
201,Joensuu,62.6,29.76,30.0,86,75,13.87,FI,2020-02-24 23:02:53,broken clouds,0.0,0.0
202,Botro,7.85,-5.31,87.8,33,92,0.31,CI,2020-02-24 23:02:53,overcast clouds,0.0,0.0
203,Yerkoy,39.64,34.47,35.06,72,98,10.2,TR,2020-02-24 23:02:53,light snow,0.0,0.13
204,Ostrovnoy,68.05,39.51,27.82,99,100,7.09,RU,2020-02-24 23:02:53,light snow,0.0,0.5
205,Mayya,61.73,130.28,-11.2,76,95,2.24,RU,2020-02-24 23:02:54,light snow,0.0,0.0
206,Tahoua,14.89,5.27,63.39,19,56,12.33,NE,2020-02-24 23:02:54,broken clouds,0.0,0.0
207,Banihal,33.42,75.2,25.84,84,0,7.23,IN,2020-02-24 23:02:54,clear sky,0.0,0.0
208,Batagay,67.63,134.63,-19.37,87,25,4.41,RU,2020-02-24 23:02:54,scattered clouds,0.0,0.0
209,Taltal,-25.4,-70.48,63.28,82,1,3.4,CL,2020-02-24 23:02:54,clear sky,0.0,0.0
210,Zaoyang,32.13,112.75,56.66,80,67,5.26,CN,2020-02-24 23:02:55,broken clouds,0.0,0.0
211,Ponta Do Sol,32.67,-17.1,70.0,77,20,16.11,PT,2020-02-24 23:02:55,few clouds,0.0,0.0
212,Topolobampo,25.6,-109.05,73.99,49,90,19.46,MX,2020-02-24 22:59:12,overcast clouds,0.0,0.0
213,Boa Vista,2.82,-60.67,87.8,55,100,6.93,BR,2020-02-24 22:58:43,overcast clouds,0.0,0.0
214,Eastbourne,50.77,0.28,48.0,87,100,12.75,GB,2020-02-24 23:02:56,overcast clouds,0.0,0.0
215,Rio Cuarto,-33.13,-64.35,78.8,54,15,10.29,AR,2020-02-24 23:02:56,few clouds,0.0,0.0
216,Magadan,59.57,150.8,-0.6,73,38,7.67,RU,2020-02-24 23:02:56,scattered clouds,0.0,0.0
217,Ixtapa,20.7,-105.2,78.8,74,40,14.99,MX,2020-02-24 23:02:56,scattered clouds,0.0,0.0
218,Saldanha,-33.01,17.94,71.35,48,0,6.24,ZA,2020-02-24 23:02:56,clear sky,0.0,0.0
219,Saint-Leu,-21.15,55.28,78.8,65,38,4.7,RE,2020-02-24 23:02:57,scattered clouds,0.0,0.0
220,Tagusao,9.19,117.81,77.94,75,93,2.53,PH,2020-02-24 23:02:57,overcast clouds,0.0,0.0
221,Roma,34.26,-85.16,48.2,100,75,5.03,US,2020-02-24 22:59:09,moderate rain,0.0,0.0
222,Kokstad,-30.55,29.42,49.86,94,4,2.48,ZA,2020-02-24 23:02:57,clear sky,0.0,0.0
223,Pochinok,54.41,32.44,29.64,76,0,10.76,RU,2020-02-24 23:02:57,clear sky,0.0,0.0
224,Nuuk,64.18,-51.72,10.4,72,75,10.29,GL,2020-02-24 23:02:58,light shower snow,0.0,0.0
225,Upernavik,72.79,-56.15,-19.93,78,1,1.66,GL,2020-02-24 23:02:58,clear sky,0.0,0.0
226,Cap Malheureux,-19.98,57.61,75.99,88,20,3.36,MU,2020-02-24 23:02:58,few clouds,0.0,0.0
227,Villa Carlos Paz,-31.42,-64.5,82.0,65,20,6.93,AR,2020-02-24 23:02:58,few clouds,0.0,0.0
228,Yurimaguas,-5.9,-76.08,48.2,100,40,3.36,PE,2020-02-24 23:02:58,scattered clouds,0.0,0.0
229,Khatanga,71.97,102.5,16.0,76,100,19.57,RU,2020-02-24 23:02:59,overcast clouds,0.0,0.0
230,Valley City,46.92,-98.0,33.8,93,1,4.7,US,2020-02-24 23:02:59,clear sky,0.0,0.0
231,Tahe,52.33,124.73,8.08,85,0,3.74,CN,2020-02-24 23:02:59,clear sky,0.0,0.0
232,Taoudenni,22.68,-3.98,66.22,17,84,11.16,ML,2020-02-24 23:02:59,broken clouds,0.0,0.0
233,Ulladulla,-35.35,150.47,77.0,73,0,4.7,AU,2020-02-24 23:03:00,clear sky,0.0,0.0
234,Vardo,70.37,31.11,30.2,80,40,4.7,NO,2020-02-24 23:03:00,shower rain,0.0,0.0
235,Sens,48.17,3.33,50.0,81,75,17.22,FR,2020-02-24 23:03:00,broken clouds,0.0,0.0
236,Bria,6.54,21.99,71.42,29,61,1.48,CF,2020-02-24 23:03:00,broken clouds,0.0,0.0
237,Buin,-33.73,-70.75,73.4,38,90,6.93,CL,2020-02-24 23:03:00,overcast clouds,0.0,0.0
238,Ilulissat,69.22,-51.1,5.0,71,99,13.87,GL,2020-02-24 23:03:01,light snow,0.0,0.0
239,Naze,28.37,129.48,66.2,82,20,12.75,JP,2020-02-24 23:03:01,few clouds,0.0,0.0
240,Kimbe,-5.55,150.14,88.09,62,37,2.37,PG,2020-02-24 23:03:01,scattered clouds,0.0,0.0
241,Noumea,-22.28,166.46,82.99,58,20,3.36,NC,2020-02-24 23:03:01,few clouds,0.0,0.0
242,Timra,62.49,17.33,28.99,85,0,4.7,SE,2020-02-24 23:03:01,clear sky,0.0,0.0
243,Byron Bay,-28.65,153.62,72.0,88,90,1.12,AU,2020-02-24 23:03:02,overcast clouds,0.0,0.0
244,Puerto Colombia,10.99,-74.95,80.6,69,20,18.34,CO,2020-02-24 23:03:02,few clouds,0.0,0.0
245,Suleja,9.18,7.18,82.4,28,18,8.05,NG,2020-02-24 23:03:02,few clouds,0.0,0.0
246,Skibbereen,51.55,-9.27,35.6,93,20,11.41,IE,2020-02-24 23:03:02,few clouds,0.0,0.0
247,Catalina,32.51,-110.92,68.0,39,1,3.36,US,2020-02-24 22:59:33,clear sky,0.0,0.0
248,Danesti,46.52,25.75,30.99,34,12,3.87,RO,2020-02-24 23:03:03,few clouds,0.0,0.0
249,Port-Gentil,-0.72,8.78,82.4,94,20,4.7,GA,2020-02-24 23:01:09,few clouds,0.0,0.0
250,Raga,8.46,25.68,71.44,17,59,6.98,SS,2020-02-24 23:03:03,broken clouds,0.0,0.0
251,Cam Ranh,11.92,109.16,75.2,83,20,4.7,VN,2020-02-24 23:03:03,few clouds,0.0,0.0
252,Jacobina,-11.18,-40.52,72.79,75,40,4.5,BR,2020-02-24 23:03:04,scattered clouds,0.0,0.0
253,Chicama,-7.84,-79.15,75.2,83,40,8.05,PE,2020-02-24 23:03:04,mist,0.0,0.0
254,Mackay,-21.15,149.2,82.0,88,75,8.05,AU,2020-02-24 23:03:04,broken clouds,0.0,0.0
255,Malanville,11.87,3.39,75.04,15,0,12.55,BJ,2020-02-24 23:03:04,clear sky,0.0,0.0
256,Martil,35.62,-5.28,59.0,93,0,1.12,MA,2020-02-24 23:03:04,clear sky,0.0,0.0
257,General Jose Eduvigis Diaz,-27.17,-58.42,84.2,48,9,4.7,PY,2020-02-24 23:03:05,clear sky,0.0,0.0
258,Bonthe,7.53,-12.51,80.65,79,99,7.61,SL,2020-02-24 23:03:05,overcast clouds,0.0,0.0
259,Krasnyy Chikoy,50.36,108.75,-4.04,95,80,1.95,RU,2020-02-24 22:59:40,broken clouds,0.0,0.0
260,Cabo San Lucas,22.89,-109.91,73.4,60,75,11.41,MX,2020-02-24 23:00:12,broken clouds,0.0,0.0
261,Clyde River,70.47,-68.59,-14.8,68,40,18.34,CA,2020-02-24 23:03:05,scattered clouds,0.0,0.0
262,Escanaba,45.75,-87.06,42.01,55,1,8.48,US,2020-02-24 23:03:06,clear sky,0.0,0.0
263,Ahipara,-35.17,173.17,84.99,64,0,5.01,NZ,2020-02-24 23:03:06,clear sky,0.0,0.0
264,Krasnoarmeyskoye,48.28,37.18,32.63,93,100,28.27,UA,2020-02-24 23:02:35,snow,0.0,1.88
265,Taburi,8.68,117.34,80.92,75,95,17.58,PH,2020-02-24 23:03:07,overcast clouds,0.0,0.0
266,Dakar,14.69,-17.44,77.0,50,98,17.22,SN,2020-02-24 23:03:07,dust,0.0,0.0
267,Shibetsu,43.66,145.13,21.22,78,0,0.65,JP,2020-02-24 23:03:07,clear sky,0.0,0.0
268,Hay River,60.82,-115.8,-9.4,63,20,8.05,CA,2020-02-24 23:00:29,few clouds,0.0,0.0
269,Alofi,-19.06,-169.92,84.2,79,75,8.05,NU,2020-02-24 23:03:07,broken clouds,0.0,0.0
270,Yanan,36.6,109.49,36.27,42,0,1.86,CN,2020-02-24 23:03:08,clear sky,0.0,0.0
271,Port Keats,-14.25,129.55,88.74,66,100,15.61,AU,2020-02-24 23:03:08,overcast clouds,0.0,0.0
272,Vallenar,-28.57,-70.76,58.5,84,0,3.27,CL,2020-02-24 23:01:02,clear sky,0.0,0.0
273,Kawalu,-7.38,108.21,73.53,87,98,2.44,ID,2020-02-24 23:03:08,light rain,0.19,0.0
274,Provideniya,64.38,-173.3,14.0,85,90,6.71,RU,2020-02-24 23:03:08,snow,0.0,0.0
275,Tutoia,-2.76,-42.27,76.37,95,100,6.08,BR,2020-02-24 23:03:09,moderate rain,3.38,0.0
276,Aswan,24.09,32.91,48.42,65,0,8.86,EG,2020-02-24 22:58:47,clear sky,0.0,0.0
277,Vila,42.03,-8.16,57.0,87,75,1.12,PT,2020-02-24 23:03:09,broken clouds,0.0,0.0
278,Smithers,54.78,-127.17,32.0,86,40,2.24,CA,2020-02-24 23:00:18,scattered clouds,0.0,0.0
279,Salinopolis,-0.61,-47.36,81.57,83,68,15.75,BR,2020-02-24 23:03:09,light rain,0.69,0.0
280,Palmas,28.1,-15.41,78.01,23,48,2.24,ES,2020-02-24 23:03:10,scattered clouds,0.0,0.0
281,Bugulma,54.55,52.8,29.79,92,92,6.67,RU,2020-02-24 23:03:10,overcast clouds,0.0,0.0
282,Vila Real De Santo Antonio,37.2,-7.42,55.99,76,0,3.36,PT,2020-02-24 23:03:10,clear sky,0.0,0.0
283,Itaituba,-4.28,-55.98,76.73,96,100,1.79,BR,2020-02-24 23:03:10,light rain,0.38,0.0
284,Herat,34.5,62.0,51.71,44,13,11.25,AF,2020-02-24 23:03:11,few clouds,0.0,0.0
285,Lopandino,52.47,34.82,30.51,77,64,13.35,RU,2020-02-24 23:03:11,broken clouds,0.0,0.0
286,Fershampenuaz,53.52,59.81,17.15,97,73,7.61,RU,2020-02-24 23:03:11,broken clouds,0.0,0.0
287,Yerbogachen,61.28,108.01,3.38,96,76,7.07,RU,2020-02-24 23:03:11,broken clouds,0.0,0.0
288,Tocache,-8.18,-76.51,68.85,97,44,2.46,PE,2020-02-24 23:03:11,light rain,1.0,0.0
289,Katsuura,35.13,140.3,50.0,66,63,12.86,JP,2020-02-24 23:03:12,broken clouds,0.0,0.0
290,Mehamn,71.04,27.85,30.2,73,40,13.87,NO,2020-02-24 23:03:12,scattered clouds,0.0,0.0
291,Batemans Bay,-35.72,150.18,73.99,80,1,4.0,AU,2020-02-24 23:03:12,clear sky,0.0,0.0
292,Peniche,39.36,-9.38,53.6,81,20,12.75,PT,2020-02-24 23:03:12,few clouds,0.0,0.0
293,Ballymena,54.86,-6.28,39.2,93,75,6.93,GB,2020-02-24 23:03:13,broken clouds,0.0,0.0
294,Airai,7.37,134.52,80.6,78,75,12.75,PW,2020-02-24 23:03:13,broken clouds,0.0,0.0
295,Mount Gambier,-37.83,140.77,64.4,77,75,9.17,AU,2020-02-24 23:03:13,broken clouds,0.0,0.0
296,Fukue,32.69,128.84,59.0,82,90,11.41,JP,2020-02-24 23:03:13,overcast clouds,0.0,0.0
297,Rybachiy,44.67,37.79,41.0,65,75,24.61,RU,2020-02-24 23:03:13,broken clouds,0.0,0.0
298,Walvis Bay,-22.96,14.51,70.0,83,7,3.36,NA,2020-02-24 22:58:19,clear sky,0.0,0.0
299,Buala,-8.14,159.59,85.01,69,13,4.25,SB,2020-02-24 23:03:14,few clouds,0.0,0.0
300,Thinadhoo,0.53,72.93,82.65,81,78,14.34,MV,2020-02-24 23:03:14,light rain,1.38,0.0
301,Kokopo,-4.35,152.26,82.8,77,33,7.14,PG,2020-02-24 23:03:14,scattered clouds,0.0,0.0
302,Aklavik,68.22,-135.01,-2.2,77,20,3.36,CA,2020-02-24 23:03:14,few clouds,0.0,0.0
303,Hwange,-18.37,26.5,64.71,87,100,6.69,ZW,2020-02-24 23:03:15,overcast clouds,0.0,0.0
304,Tazovskiy,67.47,78.7,20.89,87,100,22.37,RU,2020-02-24 23:03:15,light snow,0.0,0.13
305,Camacha,33.08,-16.33,64.4,88,20,11.41,PT,2020-02-24 23:03:15,few clouds,0.0,0.0
306,Xuddur,4.12,43.89,72.52,78,90,13.06,SO,2020-02-24 23:03:15,overcast clouds,0.0,0.0
307,Saint-Philippe,-21.36,55.77,78.8,65,35,4.7,RE,2020-02-24 23:03:15,scattered clouds,0.0,0.0
308,Beringovskiy,63.05,179.32,-5.89,97,100,13.56,RU,2020-02-24 23:03:16,light snow,0.0,1.0
309,Nambour,-26.63,152.95,77.0,97,55,3.0,AU,2020-02-24 23:00:58,light rain,2.31,0.0
310,Vestmannaeyjar,63.44,-20.27,38.05,55,99,8.25,IS,2020-02-24 23:03:05,light snow,0.0,0.44
311,Acarau,-2.89,-40.12,76.01,94,71,4.88,BR,2020-02-24 23:03:16,light rain,1.94,0.0
312,Poli,-3.33,36.8,70.16,81,100,2.1,TZ,2020-02-24 22:59:54,overcast clouds,0.0,0.0
313,East London,-33.02,27.91,65.46,77,0,7.23,ZA,2020-02-24 23:03:17,clear sky,0.0,0.0
314,Matara,5.95,80.54,71.83,93,6,4.88,LK,2020-02-24 23:03:17,clear sky,0.0,0.0
315,Almeirim,-1.52,-52.58,76.78,94,100,5.32,BR,2020-02-24 23:01:45,light rain,0.88,0.0
316,Ofunato,39.07,141.72,41.0,52,40,4.7,JP,2020-02-24 23:03:18,scattered clouds,0.0,0.0
317,Toora-Khem,52.47,96.11,0.01,99,99,1.68,RU,2020-02-24 23:03:18,overcast clouds,0.0,0.0
318,North Bend,43.41,-124.22,55.0,46,90,3.36,US,2020-02-24 23:03:18,overcast clouds,0.0,0.0
319,Kysyl-Syr,63.9,122.76,1.65,98,100,3.42,RU,2020-02-24 23:03:18,overcast clouds,0.0,0.0
320,Sao Miguel Do Oeste,-26.73,-53.52,77.0,99,0,4.59,BR,2020-02-24 23:01:22,light rain,0.13,0.0
321,Pangnirtung,66.15,-65.71,-25.6,67,20,2.24,CA,2020-02-24 23:03:19,few clouds,0.0,0.0
322,Gamba,-2.65,10.0,78.13,91,96,3.78,GA,2020-02-24 23:03:19,light rain,2.06,0.0
323,Marzuq,25.92,13.92,50.23,37,0,3.89,LY,2020-02-24 23:03:01,clear sky,0.0,0.0
324,Lichtenburg,-26.15,26.16,59.65,78,97,4.47,ZA,2020-02-24 23:03:19,overcast clouds,0.0,0.0
325,Bathsheba,13.22,-59.52,78.8,74,40,13.87,BB,2020-02-24 23:03:19,scattered clouds,0.0,0.0
326,Palabuhanratu,-6.99,106.55,77.49,80,88,5.97,ID,2020-02-24 23:03:20,overcast clouds,0.0,0.0
327,Gushikawa,26.35,127.87,69.8,88,75,9.17,JP,2020-02-24 23:03:20,shower rain,0.0,0.0
328,Marienburg,54.04,19.03,39.99,87,20,4.7,PL,2020-02-24 23:03:20,few clouds,0.0,0.0
329,Eyl,7.98,49.82,76.37,80,90,17.27,SO,2020-02-24 23:03:20,overcast clouds,0.0,0.0
330,Matagami,49.75,-77.63,19.4,85,90,10.29,CA,2020-02-24 23:02:31,light snow,0.0,0.0
331,Kabompo,-13.59,24.2,66.02,98,100,3.76,ZM,2020-02-24 23:03:21,light rain,0.75,0.0
332,Sidi Qasim,34.22,-5.71,47.19,71,0,3.62,MA,2020-02-24 23:03:21,clear sky,0.0,0.0
333,Aquin,18.28,-73.4,75.2,80,53,5.68,HT,2020-02-24 23:03:21,light rain,1.19,0.0
334,Micheweni,-4.97,39.83,83.91,78,9,13.47,TZ,2020-02-24 23:03:21,clear sky,0.0,0.0
335,Hami,51.68,7.82,51.01,87,100,23.04,DE,2020-02-24 23:03:21,light rain,0.88,0.0
336,Buta,2.79,24.73,70.68,90,87,2.48,CD,2020-02-24 23:03:22,overcast clouds,0.0,0.0
337,Valkeala,60.94,26.8,30.2,58,37,10.29,FI,2020-02-24 23:03:22,scattered clouds,0.0,0.0
338,Hualmay,-11.1,-77.61,76.1,64,42,5.73,PE,2020-02-24 23:03:22,scattered clouds,0.0,0.0
339,Jalu,29.03,21.55,53.35,80,0,9.62,LY,2020-02-24 23:03:22,clear sky,0.0,0.0
340,Otofuke,42.99,143.2,15.8,92,40,1.12,JP,2020-02-24 23:03:22,fog,0.0,0.0
341,Muros,42.78,-9.06,57.0,93,90,5.82,ES,2020-02-24 23:03:23,overcast clouds,0.0,0.0
342,Madang,-5.22,145.8,81.5,79,73,3.11,PG,2020-02-24 23:03:23,light rain,0.44,0.0
343,Luanda,-8.84,13.23,80.6,83,75,6.93,AO,2020-02-24 23:03:23,broken clouds,0.0,0.0
344,Guerrero Negro,27.98,-114.06,66.6,53,0,16.69,MX,2020-02-24 23:03:24,clear sky,0.0,0.0
345,Souillac,-20.52,57.52,75.99,88,20,3.36,MU,2020-02-24 23:03:24,few clouds,0.0,0.0
346,Codrington,-38.27,141.97,63.12,84,90,10.56,AU,2020-02-24 23:03:24,overcast clouds,0.0,0.0
347,Merauke,-8.47,140.33,85.32,73,51,6.6,ID,2020-02-24 23:03:24,broken clouds,0.0,0.0
348,Carnarvon,53.14,-4.27,44.6,65,96,23.04,GB,2020-02-24 23:03:24,light rain,0.56,0.0
349,College,64.86,-147.8,3.0,83,1,1.83,US,2020-02-24 23:03:25,clear sky,0.0,0.0
350,Grand Gaube,-20.01,57.66,75.99,88,20,3.36,MU,2020-02-24 23:03:25,few clouds,0.0,0.0
351,Rawson,-43.3,-65.1,59.22,71,64,6.93,AR,2020-02-24 22:59:43,broken clouds,0.0,0.0
352,Berezovyy,51.67,135.7,8.2,77,44,3.51,RU,2020-02-24 23:03:25,scattered clouds,0.0,0.0
353,Haimen,28.68,121.44,64.0,92,25,1.01,CN,2020-02-24 23:03:25,scattered clouds,0.0,0.0
354,Palasa,18.77,84.42,69.1,88,8,4.05,IN,2020-02-24 23:03:26,clear sky,0.0,0.0
355,Lokachi,50.74,24.65,35.11,85,82,7.96,UA,2020-02-24 23:03:26,broken clouds,0.0,0.0
356,Khilok,51.37,110.47,-2.43,95,66,2.57,RU,2020-02-24 23:03:26,broken clouds,0.0,0.0
357,Lata,47.13,-117.0,45.0,51,1,18.34,US,2020-02-24 23:03:26,clear sky,0.0,0.0
358,Almonte,37.26,-6.52,57.99,76,0,2.24,ES,2020-02-24 23:03:26,clear sky,0.0,0.0
359,Japura,-0.32,102.35,73.98,97,94,1.34,ID,2020-02-24 23:03:27,overcast clouds,0.0,0.0
360,Jiuquan,39.74,98.52,26.87,37,11,2.35,CN,2020-02-24 23:03:27,few clouds,0.0,0.0
361,Nome,64.5,-165.41,6.8,71,1,10.29,US,2020-02-24 23:03:27,clear sky,0.0,0.0
362,Pimenta Bueno,-11.67,-61.19,74.46,96,40,2.64,BR,2020-02-24 23:03:27,scattered clouds,0.0,0.0
363,Biltine,14.53,20.92,62.51,22,0,16.82,TD,2020-02-24 23:03:27,clear sky,0.0,0.0
364,Santiago De Cao,-7.96,-79.24,75.2,83,40,8.05,PE,2020-02-24 23:03:28,mist,0.0,0.0
365,Flinders,-34.58,150.86,77.0,73,0,4.7,AU,2020-02-24 23:02:56,clear sky,0.0,0.0
366,Tonk,26.17,75.78,59.38,61,0,4.14,IN,2020-02-24 23:03:28,clear sky,0.0,0.0
367,Laguna,14.17,121.33,78.8,74,40,5.82,PH,2020-02-24 23:03:28,scattered clouds,0.0,0.0
368,Xining,36.62,101.77,23.65,54,0,5.39,CN,2020-02-24 23:03:29,clear sky,0.0,0.0
369,Gizo,30.01,31.21,53.6,87,45,4.7,EG,2020-02-24 23:03:29,scattered clouds,0.0,0.0
370,Valle De Allende,26.93,-105.4,66.25,10,100,10.98,MX,2020-02-24 23:03:29,overcast clouds,0.0,0.0
371,Nevsehir,38.92,34.67,46.4,70,75,8.05,TR,2020-02-24 23:02:02,broken clouds,0.0,0.0
372,Tallahassee,30.44,-84.28,69.8,77,90,16.11,US,2020-02-24 23:02:06,overcast clouds,0.0,0.0
373,Shimoda,34.67,138.95,52.0,45,84,8.77,JP,2020-02-24 23:02:46,broken clouds,0.0,0.0
374,Dondo,-19.61,34.74,73.13,73,100,10.56,MZ,2020-02-24 23:03:30,overcast clouds,0.0,0.0
375,Lasa,29.65,91.1,13.41,73,24,3.27,CN,2020-02-24 23:03:30,few clouds,0.0,0.0
376,Chara,19.75,-101.05,82.4,28,20,12.75,MX,2020-02-24 23:03:30,few clouds,0.0,0.0
377,Atherton,53.52,-2.49,44.6,75,92,13.87,GB,2020-02-24 23:03:30,light rain,0.25,0.0
378,Verkhnyaya Sinyachikha,57.98,61.67,22.82,93,75,7.54,RU,2020-02-24 23:03:31,broken clouds,0.0,0.0
379,Rio Gallegos,-51.62,-69.22,57.2,30,20,35.57,AR,2020-02-24 23:03:31,few clouds,0.0,0.0
380,Willowmore,-33.29,23.49,60.01,56,0,7.85,ZA,2020-02-24 23:03:31,clear sky,0.0,0.0
381,Caravelas,-17.71,-39.25,81.12,86,3,9.84,BR,2020-02-24 23:03:08,light rain,0.13,0.0
382,Vestmanna,62.16,-7.17,37.4,69,100,17.22,FO,2020-02-24 23:03:31,light snow,0.0,0.38
383,Fort-Shevchenko,44.51,50.26,45.48,79,95,17.09,KZ,2020-02-24 23:03:32,overcast clouds,0.0,0.0
384,Zhanaozen,43.3,52.8,42.82,82,71,16.67,KZ,2020-02-24 23:03:32,broken clouds,0.0,0.0
385,Ust-Ilimsk,58.0,102.66,6.64,96,91,5.3,RU,2020-02-24 23:03:32,overcast clouds,0.0,0.0
386,Beberibe,-4.18,-38.13,82.4,83,20,10.29,BR,2020-02-24 23:03:32,few clouds,0.0,0.0
387,Whitehorse,60.72,-135.05,10.99,46,40,10.29,CA,2020-02-24 23:03:33,scattered clouds,0.0,0.0
388,Sakakah,29.97,40.21,62.6,45,40,4.7,SA,2020-02-24 23:03:33,scattered clouds,0.0,0.0
389,Labuhan,3.73,98.67,77.0,100,20,2.24,ID,2020-02-24 23:03:33,mist,0.0,0.0
390,Erzin,36.96,36.2,55.99,100,56,6.93,TR,2020-02-24 23:03:33,broken clouds,0.0,0.0
391,Carquefou,47.3,-1.49,53.01,100,90,11.41,FR,2020-02-24 23:03:33,heavy intensity drizzle rain,0.0,0.0
392,Ancud,-41.87,-73.82,60.8,63,40,14.99,CL,2020-02-24 23:03:34,scattered clouds,0.0,0.0
393,Kutum,14.2,24.67,48.9,40,0,4.94,SD,2020-02-24 23:03:34,clear sky,0.0,0.0
394,Katobu,-4.94,122.53,80.8,86,74,3.56,ID,2020-02-24 23:03:34,broken clouds,0.0,0.0
395,Kavaratti,10.57,72.64,81.1,68,11,2.68,IN,2020-02-24 23:03:34,few clouds,0.0,0.0
396,Bourail,-21.57,165.48,82.67,54,100,5.21,NC,2020-02-24 23:03:34,overcast clouds,0.0,0.0
397,Nemuro,43.32,145.57,22.68,71,0,9.84,JP,2020-02-24 23:02:36,clear sky,0.0,0.0
398,Karratha,-20.74,116.85,86.47,63,80,10.49,AU,2020-02-24 23:03:35,broken clouds,0.0,0.0
399,Nouadhibou,20.93,-17.03,71.6,68,78,12.75,MR,2020-02-24 23:03:35,sand,0.0,0.0
400,Rivadavia,-34.84,-58.37,82.4,50,23,6.93,AR,2020-02-24 22:59:44,few clouds,0.0,0.0
401,Thompson,55.74,-97.86,6.8,55,20,9.17,CA,2020-02-24 23:03:03,few clouds,0.0,0.0
402,Yuci,37.68,112.73,24.8,100,90,2.24,CN,2020-02-24 23:03:36,fog,0.0,0.0
403,Svetlyy,54.67,20.13,33.8,82,40,4.47,RU,2020-02-24 23:03:36,scattered clouds,0.0,0.0
404,Skegness,53.14,0.34,44.6,81,17,19.46,GB,2020-02-24 23:03:36,few clouds,0.0,0.0
