City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Martil,MA,2020-02-23 20:53:31,35.62,-5.28,59.0,87,75,8.05
283,Lebedinyy,RU,2020-02-23 20:53:31,58.52,125.52,8.1,96,100,3.98
284,Krasnyy Bogatyr,RU,2020-02-23 20:53:31,56.01,41.13,29.7,94,75,8.43
285,Paamiut,GL,2020-02-23 20:53:32,61.99,-49.67,16.54,65,100,5.82
286,Faanui,PF,2020-02-23 20:51:56,-16.48,-151.75,82.76,72,55,11.88
287,Vila Franca Do Campo,PT,2020-02-23 20:53:32,37.72,-25.43,57.2,87,20,1.12
288,Dubti,ET,2020-02-23 20:53:32,11.74,41.09,78.82,44,29,7.94
289,Sungairaya,ID,2020-02-23 20:53:33,0.7,108.9,73.9,96,72,5.01
290,Baiquan,CN,2020-02-23 20:53:33,47.58,126.08,4.39,96,30,8.43
291,Hondo,JP,2020-02-23 20:53:33,32.45,130.2,42.01,70,0,3.0
292,Maceio,BR,2020-02-23 20:53:33,-9.67,-35.74,84.2,74,60,14.99
293,Belyy Yar,RU,2020-02-23 20:53:34,53.6,91.39,8.6,84,100,2.24
294,Toora-Khem,RU,2020-02-23 20:53:34,52.47,96.11,8.22,97,93,2.26
295,Obo,CF,2020-02-23 20:53:34,5.4,26.49,76.95,17,4,5.97
296,Tura,IN,2020-02-23 20:53:34,25.52,90.22,66.15,51,33,2.24
297,Southbridge,US,2020-02-23 20:49:19,42.08,-72.03,53.6,29,1,14.99
298,Gravdal,NO,2020-02-23 20:53:35,68.12,13.5,32.0,66,75,32.21
299,Tefe,BR,2020-02-23 20:51:04,-3.35,-64.71,93.2,63,40,2.24
300,Riacho De Santana,BR,2020-02-23 20:53:35,-13.61,-42.94,87.8,62,100,6.93
301,Bengkulu,ID,2020-02-23 20:53:35,-3.8,102.27,74.08,89,3,4.56
302,Narsaq,GL,2020-02-23 20:52:07,60.92,-46.05,24.8,53,100,9.17
303,Yerbogachen,RU,2020-02-23 20:53:36,61.28,108.01,18.16,93,100,11.1
304,Povenets,RU,2020-02-23 20:53:36,62.85,34.83,32.56,88,100,9.57
305,Kamenka,RU,2020-02-23 20:53:36,51.32,42.77,33.01,97,100,7.0
306,Saint-Philippe,RE,2020-02-23 20:51:52,-21.36,55.77,75.2,78,0,4.7
307,Mahbubnagar,IN,2020-02-23 20:53:36,16.73,77.98,68.99,69,37,4.9
308,Hoi An,VN,2020-02-23 20:53:37,15.88,108.33,64.4,93,20,11.34
309,Lima,PE,2020-02-23 20:51:31,-12.04,-77.03,84.2,62,26,12.75
310,Pemangkat,ID,2020-02-23 20:53:37,1.17,108.97,76.12,91,100,10.02
311,Basoko,CD,2020-02-23 20:53:37,1.24,23.62,76.71,59,22,3.49
312,Port-Gentil,GA,2020-02-23 20:53:37,-0.72,8.78,82.4,88,20,4.7
313,Te Anau,NZ,2020-02-23 20:50:03,-45.42,167.72,52.12,72,2,2.98
314,Gobabis,NA,2020-02-23 20:52:01,-22.45,18.97,63.16,85,87,4.07
315,Jining,CN,2020-02-23 20:53:38,35.41,116.58,55.0,23,100,7.9
316,Vertientes,CU,2020-02-23 20:53:38,21.26,-78.15,71.6,94,75,10.29
317,Adelaide,AU,2020-02-23 20:50:42,-34.93,138.6,73.0,60,88,3.36
318,Juba,SS,2020-02-23 20:53:39,4.85,31.58,84.9,41,0,2.91
319,Lavrentiya,RU,2020-02-23 20:53:39,65.58,-171.0,-7.56,75,0,5.14
320,Celestun,MX,2020-02-23 20:53:39,20.87,-90.4,72.54,74,0,16.73
321,Alekseyevsk,RU,2020-02-23 20:53:39,57.84,108.35,11.53,96,95,4.61
322,Merauke,ID,2020-02-23 20:53:40,-8.47,140.33,75.51,98,100,4.9
323,Rognan,NO,2020-02-23 20:53:40,67.1,15.39,35.01,86,75,24.16
324,Inhambane,MZ,2020-02-23 20:53:40,-23.86,35.38,78.39,80,100,29.24
325,Meghri,AM,2020-02-23 20:53:40,38.9,46.24,30.33,87,34,5.44
326,Vila,PT,2020-02-23 20:53:41,42.03,-8.16,59.0,76,0,3.36
327,Kununurra,AU,2020-02-23 20:53:41,-15.77,128.73,77.0,88,78,4.29
328,Farah,AF,2020-02-23 20:53:41,32.5,62.5,60.28,49,44,0.47
329,Corrente,BR,2020-02-23 20:53:41,-3.74,-43.34,78.06,95,42,3.13
330,Isangel,VU,2020-02-23 20:52:07,-19.55,169.27,73.4,94,20,14.54
331,Zlatna,RO,2020-02-23 20:53:42,46.12,23.22,46.4,83,40,19.46
332,Moscow,RU,2020-02-23 20:53:15,55.75,37.62,37.0,89,75,13.42
333,Nago,JP,2020-02-23 20:53:42,26.59,127.98,60.8,77,20,3.36
334,Krasnoselkup,RU,2020-02-23 20:53:42,65.7,82.47,25.3,89,100,21.99
335,Dunda,TZ,2020-02-23 20:53:43,-8.12,34.25,68.07,95,100,0.25
336,Kushmurun,KZ,2020-02-23 20:53:43,52.45,64.63,9.07,97,64,6.26
337,Terney,RU,2020-02-23 20:53:43,45.05,136.61,15.33,76,100,4.99
338,Terra Santa,BR,2020-02-23 20:53:43,-2.1,-56.49,83.79,81,100,2.17
339,Shingu,JP,2020-02-23 20:53:43,33.73,135.98,46.24,66,0,6.22
340,Chokurdakh,RU,2020-02-23 20:51:53,70.63,147.92,-20.96,97,77,2.82
341,Svetlogorsk,BY,2020-02-23 20:53:44,52.63,29.73,36.27,89,100,9.89
342,Andover,GB,2020-02-23 20:53:44,51.21,-1.48,50.0,71,20,2.68
343,Reconquista,AR,2020-02-23 20:53:44,-29.15,-59.65,85.71,23,0,5.91
344,Sars,RU,2020-02-23 20:53:44,56.55,57.14,23.81,84,36,14.43
345,Nome,US,2020-02-23 20:53:45,64.5,-165.41,3.2,77,90,10.29
346,Sur,OM,2020-02-23 20:53:45,22.57,59.53,70.61,64,0,3.74
347,Ikongo,MG,2020-02-23 20:53:45,-21.88,47.43,72.52,99,79,1.68
348,Hauterive,FR,2020-02-23 20:53:45,46.09,3.45,51.8,50,25,3.36
349,Hay River,CA,2020-02-23 20:53:45,60.82,-115.8,-2.2,77,75,8.05
350,Tevaitoa,PF,2020-02-23 20:53:46,-16.78,-151.5,82.96,71,35,11.79
351,Amapa,BR,2020-02-23 20:53:46,1.0,-52.0,77.05,96,100,3.33
352,San Quintin,MX,2020-02-23 20:53:46,30.48,-115.95,60.78,70,0,20.98
353,Nazca,PE,2020-02-23 20:53:46,-14.83,-74.95,77.27,64,100,10.38
354,Loubomo,CG,2020-02-23 20:53:46,-4.2,12.67,73.65,95,44,2.33
355,Wollongong,AU,2020-02-23 20:53:47,-34.43,150.88,71.01,77,75,2.24
356,San Carlos De Bariloche,AR,2020-02-23 20:53:47,-41.15,-71.31,73.4,37,40,29.97
357,Brigantine,US,2020-02-23 20:53:47,39.41,-74.36,57.99,22,1,10.29
358,Greymouth,NZ,2020-02-23 20:53:47,-42.47,171.2,59.02,79,100,9.22
359,Asfi,MA,2020-02-23 20:53:47,32.3,-9.24,62.8,40,0,8.57
360,Moron,AR,2020-02-23 20:53:48,-34.65,-58.62,80.01,47,0,8.05
361,Port Arthur,CN,2020-02-23 20:53:48,38.8,121.27,39.2,80,86,4.47
362,Ballina,AU,2020-02-23 20:53:48,-28.87,153.57,68.0,94,90,2.59
363,Suba,PH,2020-02-23 20:53:48,10.84,121.01,79.36,80,10,28.05
364,Salinopolis,BR,2020-02-23 20:52:06,-0.61,-47.36,81.88,83,16,12.8
365,Kerteminde,DK,2020-02-23 20:53:49,55.45,10.66,39.2,93,20,19.46
366,Mount Gambier,AU,2020-02-23 20:53:49,-37.83,140.77,57.2,93,100,6.93
367,Menongue,AO,2020-02-23 20:53:49,-14.66,17.69,63.45,98,100,4.0
368,Shimoda,JP,2020-02-23 20:53:50,34.67,138.95,37.0,78,0,13.89
369,Parati,BR,2020-02-23 20:49:25,-23.22,-44.71,70.09,73,98,1.39
370,Aginskoye,RU,2020-02-23 20:53:50,51.1,114.53,5.52,84,0,6.76
371,Chauk,MM,2020-02-23 20:53:50,20.88,94.82,70.63,32,0,3.11
372,Port Hedland,AU,2020-02-23 20:53:51,-20.32,118.57,80.6,74,70,9.17
373,Sangar,RU,2020-02-23 20:53:51,63.92,127.47,-16.11,99,100,0.98
374,Flinders,AU,2020-02-23 20:53:51,-34.58,150.86,71.01,77,0,8.05
375,Padang,ID,2020-02-23 20:53:51,-0.95,100.35,69.89,84,0,6.46
376,Sinjar,IQ,2020-02-23 20:53:51,36.32,41.88,51.01,77,0,5.91
377,Awash,ET,2020-02-23 20:53:52,8.98,40.17,77.27,43,69,9.55
378,Bandarbeyla,SO,2020-02-23 20:53:52,9.49,50.81,78.08,75,100,16.04
379,North Platte,US,2020-02-23 20:53:52,41.12,-100.77,52.0,29,75,13.87
380,Galveston,US,2020-02-23 20:49:24,29.37,-94.97,71.01,82,75,21.92
381,Kimbe,PG,2020-02-23 20:53:53,-5.55,150.14,76.82,92,66,2.93
382,Vestmanna,FO,2020-02-23 20:53:53,62.16,-7.17,35.6,55,1,25.28
383,Saint-Francois,FR,2020-02-23 20:53:53,46.42,3.91,48.99,81,75,5.82
384,La Palma,US,2020-02-23 20:53:53,33.85,-118.05,66.99,59,40,3.36
385,Hervey Bay,AU,2020-02-23 20:53:54,-25.3,152.85,73.99,94,90,6.93
386,Kanniyakumari,IN,2020-02-23 20:53:54,8.08,77.57,79.45,82,47,28.16
387,Arman,RU,2020-02-23 20:53:54,59.7,150.17,-2.31,98,38,4.09
388,Severo-Yeniseyskiy,RU,2020-02-23 20:53:54,60.37,93.04,3.54,94,10,3.96
389,Ketchikan,US,2020-02-23 20:53:54,55.34,-131.65,39.2,73,90,4.7
390,Aykhal,RU,2020-02-23 20:53:55,66.0,111.5,5.0,84,100,6.71
391,East London,ZA,2020-02-23 20:51:58,-33.02,27.91,66.15,60,73,4.21
392,Puerto Madryn,AR,2020-02-23 20:52:02,-42.77,-65.04,73.49,41,0,18.5
393,San Jose,US,2020-02-23 20:52:24,37.34,-121.89,63.0,66,40,4.7
394,Sao Joao Da Barra,BR,2020-02-23 20:53:56,-21.64,-41.05,78.8,61,100,9.17
395,Mana,GF,2020-02-23 20:53:56,5.66,-53.78,78.48,79,90,5.93
396,Nyimba,ZM,2020-02-23 20:53:56,-14.56,30.81,70.48,92,56,2.93
397,Tabory,RU,2020-02-23 20:53:56,58.52,64.55,25.03,94,79,8.23
398,Nuevo Imperial,PE,2020-02-23 20:53:57,-13.08,-76.32,75.27,75,4,3.0
399,Sao Miguel Do Araguaia,BR,2020-02-23 20:53:57,-13.28,-50.16,80.65,87,100,2.26
400,Lewistown,US,2020-02-23 20:53:57,40.6,-77.57,57.99,14,1,10.29
401,Lower Burrell,US,2020-02-23 20:53:57,40.55,-79.76,53.01,21,90,10.29
402,Almas,RO,2020-02-23 20:53:58,46.28,22.23,45.19,67,100,9.78
403,Sao Teotonio,PT,2020-02-23 20:53:58,37.51,-8.71,62.01,63,0,0.25
404,Pingliang,CN,2020-02-23 20:53:58,35.54,106.69,35.89,85,85,5.7
405,San Cristobal,VE,2020-02-23 20:49:33,7.77,-72.22,82.4,58,40,4.7
406,Bignona,SN,2020-02-23 20:53:58,12.81,-16.23,80.6,74,100,6.93
407,Conceicao Do Araguaia,BR,2020-02-23 20:53:59,-8.26,-49.26,80.04,90,99,3.13
408,Pierre,US,2020-02-23 20:53:59,44.37,-100.35,41.0,52,1,13.87
409,Namibe,AO,2020-02-23 20:53:59,-15.2,12.15,74.35,78,100,7.16
410,Niquero,CU,2020-02-23 20:53:59,20.04,-77.58,79.25,61,78,7.07
411,Harwich,GB,2020-02-23 20:53:59,51.94,1.28,46.99,66,100,3.36
412,Vostok,RU,2020-02-23 20:54:00,46.49,135.88,5.68,92,100,3.89
413,Polunochnoye,RU,2020-02-23 20:54:00,60.87,60.42,24.44,84,0,11.7
414,Manaus,BR,2020-02-23 20:54:00,-3.1,-60.02,89.6,66,75,6.93
415,Barra Do Corda,BR,2020-02-23 20:51:16,-5.5,-45.25,77.45,90,42,1.86
416,Betong,TH,2020-02-23 20:54:00,5.77,101.07,65.93,99,31,3.56
417,Twante,MM,2020-02-23 20:54:01,16.72,95.93,75.2,78,24,5.82
418,Chake Chake,TZ,2020-02-23 20:54:01,-5.25,39.77,84.15,79,100,16.98
419,Hofn,IS,2020-02-23 20:52:06,64.25,-15.21,37.6,70,59,20.98
420,Tabuk,PH,2020-02-23 20:54:01,17.42,121.44,67.71,95,100,3.69
421,Rafaela,AR,2020-02-23 20:54:02,-31.25,-61.49,86.0,31,0,1.99
422,Rosita,NI,2020-02-23 20:54:02,13.93,-84.4,84.94,48,0,6.71
423,Champerico,GT,2020-02-23 20:54:02,14.3,-91.92,95.0,39,40,13.87
424,Parkersburg,US,2020-02-23 20:54:02,39.27,-81.56,54.0,27,90,10.29
425,Vestmannaeyjar,IS,2020-02-23 20:54:02,63.44,-20.27,40.78,63,100,27.31
426,Murindo,CO,2020-02-23 20:54:03,6.98,-76.75,82.04,63,99,3.4
427,Port Lincoln,AU,2020-02-23 20:54:03,-34.73,135.87,65.64,85,0,6.53
428,Joshimath,IN,2020-02-23 20:54:03,30.57,79.57,27.37,50,28,9.35
429,Sovetskiy,RU,2020-02-23 20:54:03,61.36,63.58,27.14,88,85,13.42
430,Bambanglipuro,ID,2020-02-23 20:54:03,-7.95,110.28,75.56,83,11,2.68
431,Kiomboi,TZ,2020-02-23 20:54:04,-4.27,34.37,64.62,93,100,2.68
432,Deputatskiy,RU,2020-02-23 20:54:04,69.3,139.9,-21.6,96,0,3.11
433,Curillo,CO,2020-02-23 20:54:04,1.03,-75.92,77.07,86,100,4.27
434,Pangody,RU,2020-02-23 20:54:04,65.85,74.49,24.85,89,99,22.66
435,Rock Sound,BS,2020-02-23 20:54:05,24.9,-76.2,68.95,65,0,17.58
436,Ixtapa,MX,2020-02-23 20:54:05,20.7,-105.2,81.0,78,75,9.17
437,General Jose Eduvigis Diaz,PY,2020-02-23 20:54:05,-27.17,-58.42,80.6,42,0,5.82
438,Ascension,US,2020-02-23 20:54:05,30.22,-90.9,71.6,46,75,8.05
439,Bam,IR,2020-02-23 20:54:06,29.11,58.36,66.18,25,13,10.25
440,Novaya Tavolzhanka,RU,2020-02-23 20:54:06,50.35,36.83,37.4,93,40,8.95
441,Idlib,SY,2020-02-23 20:54:06,35.93,36.63,53.6,81,75,5.82
442,Impfondo,CG,2020-02-23 20:54:06,1.64,18.07,80.19,64,91,3.67
443,Quatre Cocos,MU,2020-02-23 20:54:07,-20.21,57.76,77.0,88,40,3.36
444,Tombouctou,ML,2020-02-23 20:54:07,20.0,-3.0,80.82,10,40,13.49
445,Blackfoot,US,2020-02-23 20:54:07,43.19,-112.34,50.0,36,1,10.29
446,Inuvik,CA,2020-02-23 20:54:08,68.35,-133.72,-2.2,76,90,5.82
447,Mitsamiouli,KM,2020-02-23 20:54:08,-11.38,43.28,84.56,77,100,10.16
448,Srem,PL,2020-02-23 20:54:08,52.09,17.02,46.99,100,75,13.87
449,Angoram,PG,2020-02-23 20:54:08,-4.06,144.07,74.57,96,100,3.02
450,Kendari,ID,2020-02-23 20:54:09,-3.94,122.5,75.0,96,100,1.07
451,Coronado,US,2020-02-23 20:52:49,32.69,-117.18,66.0,59,40,10.29
452,Sao Gabriel Da Cachoeira,BR,2020-02-23 20:54:09,-0.13,-67.09,84.43,82,97,2.19
453,Scarborough,GB,2020-02-23 20:52:31,54.28,-0.4,41.0,74,1,11.41
454,Quzhou,CN,2020-02-23 20:54:10,28.96,118.87,51.73,88,100,3.87
455,Batemans Bay,AU,2020-02-23 20:50:48,-35.72,150.18,64.99,94,50,4.0
456,Kalianget,ID,2020-02-23 20:54:10,-7.05,113.93,79.52,83,64,5.7
457,Ljungby,SE,2020-02-23 20:54:10,56.83,13.94,41.0,86,90,11.41
458,Oranjemund,NA,2020-02-23 20:54:11,-28.55,16.43,70.03,56,0,10.25
459,Comodoro Rivadavia,AR,2020-02-23 20:50:02,-45.87,-67.5,66.2,59,4,13.87
460,Fortuna,US,2020-02-23 20:54:11,40.6,-124.16,59.0,76,90,5.01
461,Benin,BJ,2020-02-23 20:54:11,9.5,2.25,81.81,17,0,5.39
462,Micheweni,TZ,2020-02-23 20:54:11,-4.97,39.83,84.06,80,100,15.59
463,Mandeville,JM,2020-02-23 20:54:12,18.04,-77.51,82.4,69,20,18.34
464,Berlevag,NO,2020-02-23 20:54:12,70.86,29.09,30.2,92,75,3.36
465,Road Town,VG,2020-02-23 20:54:12,18.42,-64.62,82.4,65,20,5.82
466,Port Keats,AU,2020-02-23 20:54:12,-14.25,129.55,84.06,78,19,10.2
467,Presidente Medici,BR,2020-02-23 20:54:13,-11.18,-61.9,68.54,99,100,1.32
468,Reims,FR,2020-02-23 20:54:13,49.17,4.08,53.6,93,90,10.29
469,Kavadarci,MK,2020-02-23 20:53:26,41.43,22.01,37.4,69,84,0.85
470,Coquimbo,CL,2020-02-23 20:51:58,-29.95,-71.34,66.2,68,49,14.99
471,Sinnamary,GF,2020-02-23 20:54:13,5.38,-52.95,78.96,81,87,15.17
472,College,US,2020-02-23 20:54:14,64.86,-147.8,0.0,83,40,3.36
473,Nabire,ID,2020-02-23 20:54:14,-3.37,135.48,72.88,99,97,0.89
474,Bonfim,BR,2020-02-23 20:54:14,3.08,-59.95,96.6,34,100,10.54
475,Saint George,US,2020-02-23 20:50:22,37.1,-113.58,57.0,41,0,17.22
476,Omsukchan,RU,2020-02-23 20:54:14,62.53,155.8,-18.36,100,79,1.01
477,Camacha,PT,2020-02-23 20:54:15,33.08,-16.33,68.0,82,20,23.04
478,Tautira,PF,2020-02-23 20:54:15,-17.73,-149.15,87.8,66,20,16.11
479,Cayenne,GF,2020-02-23 20:54:15,4.93,-52.33,82.4,74,90,12.75
480,Lasa,IT,2020-02-23 20:54:15,46.62,10.7,50.0,37,100,16.11
481,Sungaipenuh,ID,2020-02-23 20:54:15,-2.08,101.38,63.14,98,85,3.27
482,Koge,DK,2020-02-23 20:54:16,55.46,12.18,39.99,80,37,16.11
483,Kieta,PG,2020-02-23 20:51:58,-6.22,155.63,81.63,74,37,4.47
484,Wanlaweyn,SO,2020-02-23 20:54:16,2.62,44.89,77.61,72,45,16.35
485,Sudbury,CA,2020-02-23 20:54:16,46.49,-80.99,39.2,64,40,19.46
486,Mabaruma,GY,2020-02-23 20:54:16,8.2,-59.78,78.93,93,12,3.96
487,Clyde River,CA,2020-02-23 20:54:17,70.47,-68.59,-20.2,75,75,13.87
488,Gorom-Gorom,BF,2020-02-23 20:54:17,14.44,-0.24,82.99,8,0,10.51
489,Mayo,US,2020-02-23 20:54:17,38.89,-76.51,60.01,22,1,5.82
490,Khasan,RU,2020-02-23 20:54:17,42.43,130.64,28.96,63,26,4.21
491,Uusikaupunki,FI,2020-02-23 20:54:18,60.8,21.41,35.6,64,90,6.93
492,Ulaangom,MN,2020-02-23 20:54:18,49.98,92.07,7.47,97,100,1.9
493,Mahajanga,MG,2020-02-23 20:54:18,-15.72,46.32,77.0,94,20,6.93
494,Mosetse,BW,2020-02-23 20:54:18,-20.75,26.65,69.82,78,100,22.91
495,Macusani,PE,2020-02-23 20:54:18,-14.08,-70.43,43.59,85,92,6.11
496,Natal,BR,2020-02-23 20:51:33,-5.79,-35.21,86.0,79,20,17.22
497,Labuhan,ID,2020-02-23 20:54:19,-6.88,112.21,74.53,94,0,3.24
498,Ranapur,IN,2020-02-23 20:54:19,22.65,74.53,63.37,42,0,5.55
499,Mikhaylovka,RU,2020-02-23 20:54:20,50.06,43.24,34.0,95,100,1.01
500,Purpe,RU,2020-02-23 20:54:20,64.48,76.69,19.99,92,100,3.0
501,Ambulu,ID,2020-02-23 20:54:20,-8.35,113.61,80.02,80,0,5.46
502,Tiksi,RU,2020-02-23 20:54:20,71.69,128.87,-8.19,87,100,7.85
503,Seoul,KR,2020-02-23 20:51:29,37.57,126.98,33.8,86,1,1.12
504,North Bend,US,2020-02-23 20:54:21,43.41,-124.22,50.0,61,90,8.05
505,Ekibastuz,KZ,2020-02-23 20:54:21,51.67,75.37,12.27,94,61,6.4
506,Pilot Butte,CA,2020-02-23 20:54:21,50.47,-104.42,36.0,87,75,11.41
507,Hami,CN,2020-02-23 20:54:21,42.8,93.45,28.92,59,65,0.63
508,Guaruja,BR,2020-02-23 20:52:25,-23.99,-46.26,77.0,77,75,13.87
509,Gat,IL,2020-02-23 20:54:22,31.61,34.76,57.2,76,40,2.24
510,Tsurugi,JP,2020-02-23 20:54:22,36.45,136.63,39.99,86,40,8.05
511,Kintampo,GH,2020-02-23 20:54:22,8.06,-1.73,85.84,27,37,1.3
512,Reporoa,NZ,2020-02-23 20:54:23,-38.43,176.35,71.01,50,10,4.0
513,Languyan,PH,2020-02-23 20:54:23,5.26,120.08,80.37,79,29,12.44
514,Belaya Gora,RU,2020-02-23 20:50:06,68.53,146.42,-13.63,97,100,3.2
515,Stornoway,GB,2020-02-23 20:54:23,58.21,-6.39,34.0,86,15,4.7
516,Buala,SB,2020-02-23 20:54:24,-8.14,159.59,81.45,81,10,3.96
517,Acapulco,MX,2020-02-23 20:54:24,16.86,-99.89,84.2,74,5,12.75
518,San Angelo,US,2020-02-23 20:54:24,31.46,-100.44,62.01,67,40,10.29
519,Kingman,US,2020-02-23 20:54:24,35.19,-114.05,68.0,62,1,5.82
520,Sao Cristovao,BR,2020-02-23 20:54:25,-11.01,-37.21,86.0,70,20,14.99
521,Tocopilla,CL,2020-02-23 20:54:25,-22.09,-70.2,69.71,45,0,13.13
522,Manyana,BW,2020-02-23 20:54:25,-23.4,21.72,70.3,72,100,8.01
523,Humaita,BR,2020-02-23 20:54:25,-7.51,-63.02,79.72,82,100,2.1
524,Riyadh,SA,2020-02-23 20:50:31,24.69,46.72,71.6,53,100,5.82
525,Nhulunbuy,AU,2020-02-23 20:54:26,-12.23,136.77,84.2,79,40,12.75
526,Darab,IR,2020-02-23 20:54:26,28.75,54.54,57.87,46,42,1.39
527,Beyneu,KZ,2020-02-23 20:54:26,45.32,55.2,41.58,88,100,17.85
528,Aden,YE,2020-02-23 20:52:58,12.78,45.04,75.15,71,56,7.65
529,Inverell,AU,2020-02-23 20:54:27,-29.78,151.12,64.99,95,85,3.0
530,Masuda,JP,2020-02-23 20:54:27,34.67,131.85,37.4,69,20,5.82
531,Semey,KZ,2020-02-23 20:54:27,50.41,80.23,11.21,97,89,3.98
532,Bowen,AU,2020-02-23 20:54:27,-20.02,148.23,75.99,94,90,13.87
533,Roald,NO,2020-02-23 20:54:27,62.58,6.13,37.4,64,75,11.41
534,Fort Nelson,CA,2020-02-23 20:54:28,58.81,-122.7,23.0,53,20,4.7
535,Northam,GB,2020-02-23 20:54:28,51.03,-4.22,50.0,81,75,2.24
536,Aquitania,CO,2020-02-23 20:54:28,5.52,-72.89,55.92,87,100,2.77
537,Torbat-E Jam,IR,2020-02-23 20:54:28,35.24,60.62,48.04,78,0,4.21
538,Ferkessedougou,CI,2020-02-23 20:54:28,9.6,-5.2,84.27,16,0,2.8
539,Imbituba,BR,2020-02-23 20:54:29,-28.24,-48.67,77.0,61,75,9.17
540,Port Augusta,AU,2020-02-23 20:54:29,-32.5,137.77,73.0,83,0,4.7
541,Kibala,TD,2020-02-23 20:54:29,9.11,18.35,86.0,20,0,4.72
542,Ouargaye,BF,2020-02-23 20:54:29,11.5,0.06,87.55,11,0,13.94
543,Amaigbo,NG,2020-02-23 20:54:29,5.79,7.84,80.26,56,65,9.26
544,Sabha,LY,2020-02-23 20:54:30,27.04,14.43,52.43,43,0,8.25
545,Miravci,MK,2020-02-23 20:54:30,41.31,22.43,41.0,83,68,1.01
546,Omboue,GA,2020-02-23 20:54:30,-1.57,9.26,77.14,94,100,3.51
547,Jambi,ID,2020-02-23 20:54:30,-1.6,103.62,73.04,96,0,3.56
548,Soe,ID,2020-02-23 20:54:30,-9.86,124.28,74.71,89,3,3.6
549,Roros,NO,2020-02-23 20:54:31,62.57,11.38,24.8,85,40,11.41
550,Beroroha,MG,2020-02-23 20:54:31,-21.67,45.17,72.21,97,78,0.83
551,Odoyev,RU,2020-02-23 20:54:31,53.94,36.69,31.3,88,39,9.66
552,Belmonte,BR,2020-02-23 20:54:32,-15.86,-38.88,86.0,79,40,5.82
553,Linqing,CN,2020-02-23 20:54:32,36.85,115.71,48.51,78,100,5.88
554,Karoi,ZW,2020-02-23 20:54:32,-16.81,29.69,67.96,90,76,5.97
555,Viedma,AR,2020-02-23 20:54:32,-40.81,-63.0,90.43,22,0,19.86
556,Listvyanskiy,RU,2020-02-23 20:54:32,54.44,83.5,12.34,98,61,0.43
557,Labytnangi,RU,2020-02-23 20:54:33,66.66,66.42,27.7,85,100,21.61
558,Asau,RO,2020-02-23 20:52:01,46.43,26.4,50.0,79,75,8.05
559,Kirakira,SB,2020-02-23 20:54:33,-10.45,161.92,79.66,84,5,5.55
560,Trairi,BR,2020-02-23 20:52:05,-3.28,-39.27,76.59,89,99,2.53
561,Jiblah,YE,2020-02-23 20:54:33,13.92,44.15,66.87,65,18,1.14
562,Chiredzi,ZW,2020-02-23 20:54:34,-21.05,31.67,71.37,75,100,14.0
563,Gushikawa,JP,2020-02-23 20:54:34,26.35,127.87,60.8,77,20,3.36
564,Montorio Al Vomano,IT,2020-02-23 20:54:34,42.58,13.64,50.0,81,16,1.12
